employee_id,age,gender,department,job_role,years_experience,shift,accident_date,accident_type,severity,lost_days,ppe_used,training_completed,fatigue_level,root_cause,city,overtime_hours
1101,29,FEMALE,Production,Analyst,9.7,day,2024-11-21,Fall,Severe,5,Yes,No,10.0,Lack of Training,Barranquilla,13.7
1115,58,FEMALE,Quality,Supervisor,12.4,day,2024-02-22,Slip,Moderate,11,Yes,Yes,9.0,Fatigue,Bogotá,10.5
1192,52,MALE,Production,Technician,24.8,night,2024-11-06,Slip,Minor,15,Yes,No,5.0,PPE Non-Compliance,Cali,7.3
1183,30,FEMALE,Operations,Analyst,18.5,night,2025-02-18,Fall,Minor,11,Yes,Yes,3.0,Lack of Training,Cartagena,0.0
1100,29,MALE,Operations,Technician,24.0,night,2023-06-26,Struck By Object,Moderate,10,Yes,Yes,10.0,Unsafe Condition,Cali,11.0
1144,22,FEMALE,Production,Operator,7.3,night,2024-01-02,Struck By Object,Minor,14,No,Yes,5.0,Lack of Training,Cali,18.3
1186,56,MALE,Production,Supervisor,24.9,night,2023-02-11,Ergonomic,Minor,9,Yes,No,9.0,Human Error,Cali,12.3
1253,55,FEMALE,Maintenance,Supervisor,2.1,night,2023-03-15,Fall,Moderate,5,Yes,No,1.0,Human Error,Cartagena,13.9
1145,24,MALE,Quality,Supervisor,24.7,day,2023-12-08,Fall,Moderate,3,No,Yes,10.0,Human Error,Cali,12.3
1019,56,MALE,Warehouse,Technician,10.9,day,2025-05-07,Chemical Exposure,Minor,16,Yes,Yes,9.0,Lack of Training,Bogotá,12.3
1190,42,MALE,Warehouse,Operator,21.7,day,2023-01-01,Slip,Minor,8,No,Yes,3.0,Unsafe Condition,Barranquilla,12.3
1020,35,MALE,Maintenance,Coordinator,4.2,night,2024-10-20,Fall,Minor,2,Yes,No,10.0,Human Error,Barranquilla,24.2
1272,25,FEMALE,Quality,Coordinator,9.9,night,2025-01-05,Chemical Exposure,Minor,2,Yes,Yes,2.0,PPE Non-Compliance,Medellín,8.1
1220,54,FEMALE,Quality,Supervisor,24.4,night,2024-06-23,Cut,Severe,10,Yes,No,3.0,Unsafe Condition,Bogotá,27.0
1082,22,FEMALE,Quality,Supervisor,15.3,night,2023-09-10,Cut,Minor,15,No,Yes,5.0,Lack of Training,Barranquilla,8.2
1063,42,FEMALE,Warehouse,Coordinator,24.2,day,2023-10-09,Fall,Moderate,7,Yes,Yes,7.0,Human Error,Bogotá,21.9
1197,48,MALE,Logistics,Technician,18.7,day,2024-06-01,Fall,Severe,17,No,Yes,5.0,Fatigue,Medellín,16.8
1001,30,MALE,Maintenance,Analyst,5.2,night,2023-03-19,Ergonomic,Severe,0,No,Yes,1.0,PPE Non-Compliance,Cartagena,9.9
1236,22,FEMALE,Warehouse,Operator,2.2,day,2023-02-23,Chemical Exposure,Moderate,4,Yes,Yes,2.0,PPE Non-Compliance,Barranquilla,32.3
1103,55,FEMALE,Logistics,Operator,15.4,day,2023-03-16,Ergonomic,Severe,17,Yes,Yes,2.0,Human Error,Bogotá,22.2
1249,55,MALE,Logistics,Coordinator,11.3,night,2023-11-04,Ergonomic,Severe,9,Yes,Yes,10.0,PPE Non-Compliance,Bogotá,0.0
1273,37,FEMALE,Quality,Supervisor,11.5,night,2023-07-03,Struck By Object,Severe,0,Yes,Unknown,3.0,PPE Non-Compliance,Barranquilla,11.3
1249,40,MALE,Quality,Analyst,3.2,day,2023-04-21,Fall,Minor,10,Yes,Yes,3.0,Lack of Training,Medellín,4.5
1195,44,FEMALE,Quality,Supervisor,16.7,night,2025-05-13,Ergonomic,Minor,4,Yes,Yes,1.0,Unsafe Condition,Cartagena,5.7
1233,29,FEMALE,Production,Coordinator,5.2,day,2024-10-06,Fall,Minor,19,Yes,Yes,9.0,Lack of Training,Bogotá,12.3
1239,47,MALE,Operations,Supervisor,3.9,night,2023-08-02,Chemical Exposure,Minor,9,No,Yes,8.0,Fatigue,Cali,5.8
1014,43,FEMALE,Operations,Supervisor,19.0,day,2032-01-07,Fall,Minor,6,Yes,Yes,3.0,PPE Non-Compliance,Bogotá,13.0
1238,60,FEMALE,Maintenance,Operator,13.3,day,2024-09-14,Chemical Exposure,Minor,17,Yes,Yes,5.0,Unsafe Condition,Cartagena,0.0
1202,56,FEMALE,Maintenance,Technician,8.1,night,2023-01-28,Slip,Minor,3,No,Yes,4.0,Unsafe Condition,Barranquilla,9.2
1067,58,FEMALE,Quality,Supervisor,12.5,night,2024-01-29,Ergonomic,Minor,22,Yes,Yes,3.0,Fatigue,Medellín,20.1
1101,23,FEMALE,Quality,Operator,22.5,night,2024-07-07,Fall,Moderate,7,Yes,No,5.0,Unsafe Condition,Bogotá,0.0
1277,23,FEMALE,Production,Supervisor,9.1,day,2024-10-23,Slip,Minor,12,Yes,No,8.0,Fatigue,Barranquilla,13.2
1194,32,FEMALE,Maintenance,Analyst,13.4,day,2024-07-27,Cut,Minor,5,No,Yes,4.0,Lack of Training,Medellín,16.0
1020,29,MALE,Quality,Coordinator,2.9,night,2023-08-13,Ergonomic,Moderate,11,Yes,Yes,3.0,Human Error,Medellín,0.0
1178,27,MALE,Operations,Supervisor,13.7,night,2024-11-03,Chemical Exposure,Minor,11,Yes,Yes,9.0,PPE Non-Compliance,Barranquilla,3.9
1265,28,MALE,Warehouse,Analyst,11.8,day,2025-02-23,Ergonomic,Moderate,6,No,Yes,2.0,PPE Non-Compliance,Cali,13.3
1137,51,MALE,Warehouse,Operator,4.5,night,2023-11-30,Chemical Exposure,Minor,10,No,Yes,9.0,Fatigue,Medellín,24.6
1270,47,MALE,Quality,Analyst,20.6,day,2023-08-17,Chemical Exposure,Minor,11,No,Yes,10.0,Human Error,Bogotá,1.7
1225,19,FEMALE,Operations,Supervisor,13.6,night,2023-05-25,Cut,Severe,2,No,Yes,8.0,Unsafe Condition,Medellín,14.3
1015,46,FEMALE,Quality,Supervisor,12.4,night,2024-07-07,Slip,Moderate,12,No,Yes,4.0,Fatigue,Cali,20.1
1010,22,FEMALE,Production,Technician,21.9,night,2024-08-20,Chemical Exposure,Minor,15,Yes,Yes,2.0,PPE Non-Compliance,Cali,8.4
1095,53,MALE,Operations,Supervisor,13.6,day,2024-02-15,Slip,Minor,1,No,Yes,8.0,Unsafe Condition,Cartagena,7.9
1218,30,MALE,Quality,Supervisor,3.5,night,2023-01-23,Struck By Object,Minor,13,Yes,Yes,4.0,Unsafe Condition,Bogotá,4.5
1293,25,MALE,Production,Technician,16.3,day,2023-05-13,Fall,Moderate,4,Yes,Yes,9.0,PPE Non-Compliance,Cartagena,10.5
1267,40,FEMALE,Quality,Coordinator,3.1,day,2024-12-26,Fall,Minor,5,No,Yes,6.0,Fatigue,Medellín,8.6
1149,26,FEMALE,Maintenance,Technician,18.6,day,2024-07-20,Fall,Minor,10,Yes,Yes,10.0,Fatigue,Cali,22.6
1294,19,MALE,Operations,Analyst,11.6,night,2023-03-16,Ergonomic,Minor,8,Yes,No,6.0,Human Error,Bogotá,18.2
1025,24,FEMALE,Quality,Analyst,4.1,night,2024-10-25,Struck By Object,Minor,14,Yes,Yes,2.0,Fatigue,Bogotá,6.4
1049,24,FEMALE,Quality,Operator,24.4,day,2024-04-13,Struck By Object,Minor,14,Yes,Yes,7.0,Fatigue,Bogotá,13.4
1224,30,FEMALE,Warehouse,Analyst,9.9,day,2025-02-07,Chemical Exposure,Minor,4,Yes,Yes,8.0,Fatigue,Barranquilla,21.0
1018,18,FEMALE,Maintenance,Analyst,19.4,day,2023-01-19,Chemical Exposure,Minor,0,Yes,Yes,4.0,Human Error,Cartagena,20.7
1264,46,MALE,Production,Coordinator,1.9,night,2025-06-15,Chemical Exposure,Moderate,11,Yes,No,7.0,Unsafe Condition,Cartagena,9.6
1288,24,FEMALE,Maintenance,Analyst,16.5,night,2024-04-20,Cut,Minor,3,Yes,Yes,6.0,Fatigue,Medellín,6.2
1239,54,MALE,Production,Technician,4.5,day,2025-01-30,Struck By Object,Moderate,5,Yes,Yes,8.0,Lack of Training,Medellín,10.2
1165,38,FEMALE,Logistics,Supervisor,10.2,day,2025-03-24,Chemical Exposure,Minor,9,Yes,No,3.0,Lack of Training,Bogotá,6.3
1285,35,FEMALE,Maintenance,Analyst,22.3,day,2024-07-01,Slip,Moderate,0,Yes,Yes,4.0,Fatigue,Barranquilla,5.5
1158,40,FEMALE,Production,Analyst,20.0,night,2024-12-14,Ergonomic,Minor,20,Yes,Yes,4.0,Lack of Training,Cartagena,17.4
1029,51,FEMALE,Production,Operator,6.8,day,2024-10-27,Cut,Minor,0,Yes,Yes,10.0,Unsafe Condition,Cali,16.4
1087,59,MALE,Quality,Coordinator,3.5,night,2024-08-10,Slip,Minor,13,Yes,Yes,5.0,Unsafe Condition,Bogotá,4.7
1173,34,MALE,Production,Analyst,10.5,day,2024-03-30,Struck By Object,Minor,4,Yes,Yes,3.0,PPE Non-Compliance,Cali,12.2
1292,43,FEMALE,Maintenance,Analyst,1.7,night,2024-11-23,Chemical Exposure,Moderate,12,Yes,Yes,6.0,Human Error,Barranquilla,11.0
1055,41,FEMALE,Warehouse,Coordinator,23.4,day,2023-04-08,Fall,Moderate,11,Yes,Yes,2.0,Lack of Training,Cali,0.0
1154,19,FEMALE,Production,Technician,2.7,day,2023-07-20,Cut,Minor,7,Yes,Yes,7.0,Unsafe Condition,Medellín,26.2
1131,54,FEMALE,Production,Supervisor,0.1,day,2025-03-13,Struck By Object,Severe,13,No,Yes,6.0,PPE Non-Compliance,Cali,7.2
1012,33,MALE,Operations,Analyst,21.8,day,2025-04-02,Ergonomic,Moderate,11,Yes,No,9.0,Human Error,Barranquilla,20.6
1089,29,MALE,Maintenance,Operator,5.5,day,2024-04-10,Fall,Severe,10,Yes,Unknown,10.0,Lack of Training,Bogotá,13.7
1270,32,FEMALE,Operations,Coordinator,17.4,night,2024-01-26,Slip,Minor,7,No,No,6.0,Fatigue,Cali,17.5
1103,34,FEMALE,Operations,Coordinator,16.3,night,2024-03-18,Struck By Object,Minor,2,No,Yes,10.0,PPE Non-Compliance,Medellín,12.3
1039,32,FEMALE,Warehouse,Coordinator,20.1,day,2023-07-02,Ergonomic,Minor,15,Yes,Yes,2.0,Lack of Training,Bogotá,18.7
1227,59,MALE,Operations,Coordinator,24.8,day,2023-11-07,Cut,Minor,5,No,Yes,4.0,Human Error,Cali,2.5
1245,33,FEMALE,Quality,Technician,21.8,day,2023-01-29,Chemical Exposure,Severe,5,Yes,Yes,1.0,Fatigue,Barranquilla,23.6
1142,47,FEMALE,Logistics,Coordinator,21.3,day,2023-01-03,Chemical Exposure,Moderate,0,No,Unknown,1.0,Lack of Training,Medellín,17.1
1140,54,MALE,Production,Supervisor,19.7,day,2025-06-07,Chemical Exposure,Minor,13,No,Yes,2.0,PPE Non-Compliance,Barranquilla,10.3
1199,21,FEMALE,Production,Operator,5.8,night,2023-06-02,Cut,Severe,15,Yes,Yes,2.0,Unsafe Condition,Bogotá,25.0
1218,58,FEMALE,Maintenance,Coordinator,4.7,day,2025-04-04,Cut,Moderate,5,No,No,3.0,Human Error,Cartagena,10.7
1241,59,FEMALE,Production,Analyst,12.9,day,2023-01-20,Chemical Exposure,Minor,21,Yes,Yes,4.0,PPE Non-Compliance,Medellín,6.7
1098,28,FEMALE,Operations,Supervisor,21.9,night,2023-12-23,Slip,Minor,11,Yes,Yes,8.0,Unsafe Condition,Cartagena,20.7
1038,25,MALE,Quality,Analyst,17.4,day,2023-05-04,Fall,Minor,11,Yes,No,1.0,Unsafe Condition,Medellín,12.3
1040,49,FEMALE,Production,Technician,12.9,day,2023-04-24,Cut,Severe,19,Yes,No,1.0,PPE Non-Compliance,Medellín,18.6
1216,36,MALE,Quality,Supervisor,21.7,night,2023-09-19,Fall,Minor,6,Yes,Unknown,5.0,Human Error,Bogotá,12.3
1191,44,MALE,Maintenance,Analyst,18.8,night,2023-06-19,Chemical Exposure,Minor,5,Yes,Yes,6.0,Fatigue,Cali,5.3
1206,30,FEMALE,Quality,Analyst,12.7,night,2023-09-15,Fall,Minor,12,No,Yes,2.0,Lack of Training,Medellín,0.1
1163,23,FEMALE,Production,Technician,7.1,night,2024-11-30,Ergonomic,Minor,15,Yes,Yes,5.0,Human Error,Medellín,10.1
1120,35,MALE,Quality,Analyst,21.8,day,2023-01-22,Cut,Severe,10,Yes,Yes,6.0,PPE Non-Compliance,Bogotá,7.8
1079,49,MALE,Quality,Technician,19.3,day,2025-05-28,Fall,Moderate,0,No,Yes,9.0,Human Error,Bogotá,8.7
1271,46,FEMALE,Maintenance,Analyst,17.3,day,2023-02-08,Ergonomic,Minor,9,Yes,Yes,1.0,Human Error,Cartagena,7.5
1236,45,MALE,Logistics,Operator,18.3,night,2024-01-17,Cut,Severe,5,Yes,Unknown,6.0,Fatigue,Medellín,24.4
1162,52,FEMALE,Logistics,Operator,0.8,day,2024-06-10,Chemical Exposure,Moderate,13,Yes,Unknown,9.0,Fatigue,Medellín,9.3
1093,25,MALE,Operations,Coordinator,19.3,day,2024-10-18,Ergonomic,Moderate,11,Yes,Yes,10.0,Fatigue,Cali,22.6
1046,32,MALE,Operations,Coordinator,12.0,day,2025-06-17,Struck By Object,Minor,10,Yes,Yes,9.0,Unsafe Condition,Cali,5.9
1214,19,MALE,Maintenance,Operator,19.9,day,2025-04-10,Struck By Object,Minor,6,Yes,Yes,6.0,Lack of Training,Barranquilla,11.8
1011,42,FEMALE,Production,Operator,21.5,night,2024-06-27,Ergonomic,Moderate,7,Yes,Yes,9.0,Lack of Training,Bogotá,7.4
1160,32,FEMALE,Warehouse,Supervisor,12.5,day,2023-02-15,Slip,Moderate,11,Yes,Yes,2.0,Lack of Training,Cartagena,26.3
1289,58,FEMALE,Warehouse,Coordinator,8.8,night,2023-08-13,Slip,Minor,6,Yes,Yes,10.0,Human Error,Cali,6.1
1106,57,FEMALE,Production,Supervisor,15.9,night,2023-05-23,Struck By Object,Moderate,8,Yes,No,2.0,PPE Non-Compliance,Cartagena,6.8
1084,24,MALE,Operations,Coordinator,16.5,day,2025-05-09,Fall,Moderate,16,Yes,Yes,10.0,Fatigue,Bogotá,15.7
1012,40,MALE,Quality,Operator,16.3,night,2023-01-14,Slip,Minor,0,Yes,Yes,7.0,Fatigue,Cartagena,20.4
1183,49,MALE,Maintenance,Operator,12.5,night,2032-01-08,Struck By Object,Moderate,2,No,No,3.0,Human Error,Cali,18.0
1243,52,MALE,Operations,Technician,5.5,day,2024-12-14,Ergonomic,Minor,10,Yes,No,10.0,PPE Non-Compliance,Cali,8.6
1228,19,FEMALE,Operations,Coordinator,14.9,night,2023-04-27,Ergonomic,Moderate,2,Yes,Yes,5.0,Fatigue,Medellín,12.3
1282,25,MALE,Operations,Operator,10.1,night,2025-01-06,Cut,Moderate,0,Yes,Yes,6.0,Human Error,Cartagena,23.6
1111,31,MALE,Production,Operator,12.9,night,2024-07-06,Ergonomic,Minor,1,Yes,No,2.0,PPE Non-Compliance,Cali,14.6
1229,22,MALE,Warehouse,Coordinator,8.1,night,2023-06-12,Struck By Object,Moderate,0,Yes,Yes,10.0,Lack of Training,Cartagena,12.3
1266,29,MALE,Production,Supervisor,20.7,night,2024-08-27,Cut,Minor,11,Yes,Yes,4.0,Lack of Training,Barranquilla,0.9
1121,60,FEMALE,Quality,Coordinator,18.4,night,2023-10-11,Fall,Moderate,15,No,Yes,6.0,PPE Non-Compliance,Cartagena,11.3
1251,37,MALE,Maintenance,Analyst,6.7,night,2024-09-11,Ergonomic,Minor,12,Yes,Yes,6.0,Unsafe Condition,Medellín,12.4
1245,22,FEMALE,Warehouse,Analyst,2.6,day,2024-04-29,Struck By Object,Moderate,2,Yes,Yes,2.0,Lack of Training,Cali,24.9
1285,56,MALE,Production,Supervisor,11.4,day,2023-08-05,Ergonomic,Minor,20,Yes,Yes,4.0,Lack of Training,Bogotá,10.9
1234,25,MALE,Production,Analyst,24.2,day,2023-12-02,Ergonomic,Minor,4,No,Yes,2.0,Unsafe Condition,Cartagena,27.3
1119,43,MALE,Production,Operator,9.4,day,2023-07-12,Cut,Minor,12,No,Yes,8.0,PPE Non-Compliance,Barranquilla,7.9
1289,18,FEMALE,Warehouse,Operator,5.4,day,2023-12-11,Chemical Exposure,Moderate,17,Yes,Unknown,2.0,Unsafe Condition,Cali,2.8
1063,26,MALE,Maintenance,Coordinator,21.7,day,2024-12-04,Chemical Exposure,Severe,5,Yes,Yes,2.0,Unsafe Condition,Cali,13.6
1102,21,MALE,Maintenance,Supervisor,16.7,night,2024-01-16,Slip,Moderate,12,Yes,No,8.0,PPE Non-Compliance,Cali,17.1
1089,38,FEMALE,Production,Operator,8.1,day,2025-04-01,Ergonomic,Minor,17,Yes,Yes,1.0,Human Error,Bogotá,5.2
1291,55,FEMALE,Maintenance,Supervisor,1.8,night,2025-01-05,Fall,Moderate,14,Yes,Yes,10.0,Human Error,Cali,24.3
1117,46,MALE,Maintenance,Operator,8.5,night,2023-11-24,Fall,Minor,16,Yes,Yes,7.0,Fatigue,Cali,0.0
1021,40,FEMALE,Logistics,Coordinator,10.8,day,2023-11-22,Cut,Severe,0,Yes,Yes,3.0,Unsafe Condition,Cali,24.2
1052,44,FEMALE,Maintenance,Analyst,23.2,night,2025-03-12,Slip,Minor,3,Yes,Yes,4.0,Unsafe Condition,Bogotá,13.3
1263,48,MALE,Warehouse,Technician,21.5,day,2023-03-31,Cut,Moderate,4,No,Yes,8.0,Unsafe Condition,Medellín,4.8
1084,21,MALE,Logistics,Operator,2.2,day,2023-02-05,Ergonomic,Moderate,10,Yes,Yes,6.0,PPE Non-Compliance,Cartagena,0.0
1277,39,MALE,Quality,Analyst,14.8,night,2023-04-28,Struck By Object,Moderate,1,Yes,No,8.0,Human Error,Cali,15.8
1049,43,MALE,Logistics,Coordinator,6.4,night,2024-12-20,Struck By Object,Minor,12,Yes,No,3.0,Unsafe Condition,Medellín,15.7
1242,22,FEMALE,Quality,Technician,4.2,night,2024-11-06,Struck By Object,Moderate,5,Yes,Yes,6.0,Fatigue,Cali,15.6
1160,28,MALE,Logistics,Analyst,5.8,day,2024-03-30,Struck By Object,Minor,7,No,Yes,5.0,Unsafe Condition,Bogotá,32.6
1042,56,FEMALE,Operations,Technician,18.1,night,2024-10-19,Chemical Exposure,Minor,14,Yes,Yes,7.0,PPE Non-Compliance,Barranquilla,7.8
1036,57,FEMALE,Operations,Coordinator,16.1,night,2024-09-12,Fall,Moderate,0,Yes,Yes,1.0,Fatigue,Cali,2.0
1130,22,FEMALE,Maintenance,Operator,1.7,night,2025-04-07,Cut,Moderate,11,Yes,Yes,10.0,PPE Non-Compliance,Cartagena,0.0
1130,40,FEMALE,Production,Operator,9.5,day,2023-09-16,Ergonomic,Minor,7,Yes,Unknown,10.0,Human Error,Cali,12.9
1287,95,MALE,Quality,Analyst,10.2,night,2024-07-01,Fall,Minor,0,Yes,No,6.0,Human Error,Barranquilla,8.0
1248,18,FEMALE,Quality,Supervisor,21.1,night,2024-05-31,Ergonomic,Minor,3,No,Yes,6.0,Lack of Training,Cali,13.8
1226,31,MALE,Quality,Operator,2.9,night,2024-05-14,Slip,Minor,1,Yes,Yes,1.0,PPE Non-Compliance,Barranquilla,0.0
1180,40,MALE,Logistics,Operator,23.6,day,2025-04-22,Cut,Severe,10,Yes,Yes,4.0,PPE Non-Compliance,Cali,7.8
1012,59,FEMALE,Maintenance,Coordinator,13.5,night,2024-05-04,Chemical Exposure,Moderate,10,Yes,Unknown,7.0,Fatigue,Bogotá,28.0
1073,32,FEMALE,Operations,Coordinator,10.1,night,2024-06-09,Chemical Exposure,Minor,1,No,Yes,9.0,Fatigue,Cali,22.5
1253,50,MALE,Maintenance,Technician,23.1,night,2025-03-03,Ergonomic,Minor,16,Yes,Yes,9.0,PPE Non-Compliance,Cali,16.5
1141,51,MALE,Quality,Operator,1.7,night,2023-01-25,Cut,Minor,11,Yes,Yes,4.0,Human Error,Bogotá,12.4
1160,46,MALE,Production,Supervisor,0.4,night,2024-10-19,Cut,Moderate,0,Yes,Yes,9.0,Unsafe Condition,Medellín,0.0
1267,48,FEMALE,Logistics,Technician,17.4,night,2024-10-03,Struck By Object,Severe,4,Yes,Yes,3.0,Lack of Training,Bogotá,8.7
1080,33,FEMALE,Warehouse,Supervisor,1.6,night,2023-09-20,Cut,Minor,0,Yes,Yes,7.0,PPE Non-Compliance,Barranquilla,19.3
1063,54,FEMALE,Production,Supervisor,22.2,day,2024-11-20,Chemical Exposure,Minor,4,Yes,No,5.0,Lack of Training,Cartagena,2.6
1133,19,FEMALE,Production,Supervisor,3.3,night,2024-08-20,Chemical Exposure,Minor,10,Yes,Yes,5.0,PPE Non-Compliance,Bogotá,22.9
1013,38,FEMALE,Maintenance,Coordinator,20.9,day,2023-03-06,Ergonomic,Moderate,7,Yes,Yes,5.0,Fatigue,Barranquilla,8.5
1256,43,FEMALE,Quality,Operator,3.2,day,2023-11-04,Struck By Object,Severe,12,No,Unknown,6.0,Lack of Training,Cartagena,2.1
1021,59,MALE,Quality,Technician,22.3,day,2024-07-07,Cut,Severe,3,Yes,Yes,1.0,PPE Non-Compliance,Cali,20.3
1242,57,FEMALE,Maintenance,Technician,11.5,night,2023-01-10,Cut,Moderate,12,Yes,Yes,7.0,Human Error,Cartagena,14.4
1173,36,MALE,Maintenance,Supervisor,2.6,night,2025-05-05,Cut,Severe,4,Yes,Yes,1.0,PPE Non-Compliance,Barranquilla,11.4
1152,34,FEMALE,Operations,Technician,23.9,night,2024-09-12,Ergonomic,Moderate,0,Yes,Yes,7.0,Unsafe Condition,Cartagena,4.2
1028,60,MALE,Operations,Analyst,10.3,day,2024-05-13,Cut,Minor,3,Yes,No,8.0,Human Error,Barranquilla,10.8
1049,53,FEMALE,Logistics,Supervisor,15.4,night,2025-02-06,Struck By Object,Moderate,10,Yes,No,5.0,PPE Non-Compliance,Barranquilla,29.3
1140,44,FEMALE,Maintenance,Analyst,24.5,day,2024-11-06,Chemical Exposure,Moderate,17,No,Yes,10.0,Human Error,Medellín,16.1
1273,57,MALE,Maintenance,Operator,15.0,day,2025-02-21,Struck By Object,Minor,13,Yes,Yes,4.0,PPE Non-Compliance,Cali,0.0
1213,49,MALE,Maintenance,Operator,12.4,day,2024-02-18,Cut,Minor,12,Yes,Yes,5.0,Unsafe Condition,Barranquilla,9.1
